MsgID.STATE,0.0000000,False,False
MsgID.LOCAL_POSITION,59.0580000,-44.2179604,39.1305008,-38.0701981
MsgID.LOCAL_VELOCITY,59.0580000,-0.0024368,-0.0129447,1.8499860
MsgID.GLOBAL_POSITION,0.0000000,-122.3970145,37.7920811,37.6190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,1.8300000
MsgID.LOCAL_POSITION,59.3080000,-44.3728867,38.9967079,-37.6190453
MsgID.LOCAL_VELOCITY,59.3080000,0.0012119,-0.0221868,1.8301750
MsgID.GLOBAL_POSITION,0.0000000,-122.3970149,37.7920818,37.1710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0200000,1.7600000
MsgID.LOCAL_POSITION,59.5580000,-44.2929001,38.9693794,-37.1716614
MsgID.LOCAL_VELOCITY,59.5580000,0.0140452,-0.0226030,1.7605362
MsgID.GLOBAL_POSITION,0.0000000,-122.3970151,37.7920832,36.7180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,-0.0100000,1.7900000
MsgID.LOCAL_POSITION,59.8090000,-44.1305542,38.9473648,-36.7177010
MsgID.LOCAL_VELOCITY,59.8090000,0.0220153,-0.0162946,1.7951508
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970166,37.7920814,36.2710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.7600000
MsgID.LOCAL_POSITION,60.0590000,-44.3401527,38.8136139,-36.2710876
MsgID.LOCAL_VELOCITY,60.0590000,0.0063302,-0.0066734,1.7647706
MsgID.GLOBAL_POSITION,0.0000000,-122.3970168,37.7920811,35.8150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.7700000
MsgID.LOCAL_POSITION,60.3090000,-44.3668747,38.7998466,-35.8155708
MsgID.LOCAL_VELOCITY,60.3090000,0.0076363,0.0048621,1.7793243
MsgID.GLOBAL_POSITION,0.0000000,-122.3970146,37.7920807,35.3640000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,1.7800000
MsgID.LOCAL_POSITION,60.5590000,-44.4137268,38.9897919,-35.3639145
MsgID.LOCAL_VELOCITY,60.5590000,0.0185625,0.0087077,1.7850089
MsgID.GLOBAL_POSITION,0.0000000,-122.3970135,37.7920811,34.9240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,0.0000000,1.7400000
MsgID.LOCAL_POSITION,60.8090000,-44.3662529,39.0882263,-34.9249954
MsgID.LOCAL_VELOCITY,60.8090000,0.0240749,-0.0007568,1.7435453
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970142,37.7920816,34.4860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,-0.0100000,1.7900000
MsgID.LOCAL_POSITION,61.0590000,-44.3087349,39.0263710,-34.4862289
MsgID.LOCAL_VELOCITY,61.0590000,0.0258714,-0.0157123,1.7931089
MsgID.GLOBAL_POSITION,0.0000000,-122.3970165,37.7920821,34.0450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,-0.0200000,1.8300000
MsgID.LOCAL_POSITION,61.3090000,-44.2609673,38.8226738,-34.0455856
MsgID.LOCAL_VELOCITY,61.3090000,0.0209561,-0.0208839,1.8323814
MsgID.GLOBAL_POSITION,0.0000000,-122.3970149,37.7920838,33.5940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,1.8800000
MsgID.LOCAL_POSITION,61.5590000,-44.0658531,38.9626198,-33.5948334
MsgID.LOCAL_VELOCITY,61.5590000,0.0141418,-0.0074093,1.8845495
MsgID.GLOBAL_POSITION,0.0000000,-122.3970143,37.7920827,33.1360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,1.8500000
MsgID.LOCAL_POSITION,61.8090000,-44.1898499,39.0201492,-33.1365814
MsgID.LOCAL_VELOCITY,61.8090000,-0.0046006,-0.0111630,1.8526995
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970165,37.7920822,32.7380000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,1.8500000
MsgID.LOCAL_POSITION,62.0590000,-44.2491837,38.8192520,-32.7389336
MsgID.LOCAL_VELOCITY,62.0590000,-0.0069328,-0.0146763,1.8535157
MsgID.GLOBAL_POSITION,0.0000000,-122.3970165,37.7920825,32.2730000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.8200000
MsgID.LOCAL_POSITION,62.3090000,-44.2164803,38.8187103,-32.2731705
MsgID.LOCAL_VELOCITY,62.3090000,0.0044539,-0.0023934,1.8285674
MsgID.GLOBAL_POSITION,0.0000000,-122.3970172,37.7920825,31.8340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.8500000
MsgID.LOCAL_POSITION,62.5590000,-44.2166023,38.7643280,-31.8345089
MsgID.LOCAL_VELOCITY,62.5590000,0.0046534,0.0076954,1.8526043
MsgID.GLOBAL_POSITION,0.0000000,-122.3970154,37.7920816,31.4050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,1.9100000
MsgID.LOCAL_POSITION,62.8090000,-44.3176651,38.9224701,-31.4058723
MsgID.LOCAL_VELOCITY,62.8090000,0.0034498,0.0150631,1.9129063
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970149,37.7920815,30.9230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,1.8600000
MsgID.LOCAL_POSITION,63.0590000,-44.3287659,38.9695091,-30.9239426
MsgID.LOCAL_VELOCITY,63.0590000,0.0132882,0.0099233,1.8695383
MsgID.GLOBAL_POSITION,0.0000000,-122.3970163,37.7920832,30.4130000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,0.0000000,1.8800000
MsgID.LOCAL_POSITION,63.3090000,-44.1317749,38.8431053,-30.4135647
MsgID.LOCAL_VELOCITY,63.3090000,0.0226883,-0.0013552,1.8843602
MsgID.GLOBAL_POSITION,0.0000000,-122.3970164,37.7920830,29.9860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,1.8800000
MsgID.LOCAL_POSITION,63.5600000,-44.1582222,38.8289413,-29.9866257
MsgID.LOCAL_VELOCITY,63.5600000,0.0110286,0.0024459,1.8829658
MsgID.GLOBAL_POSITION,0.0000000,-122.3970147,37.7920824,29.4720000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.8600000
MsgID.LOCAL_POSITION,63.8100000,-44.2290039,38.9863319,-29.4725552
MsgID.LOCAL_VELOCITY,63.8100000,-0.0004570,0.0097214,1.8679830
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970149,37.7920824,28.9730000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.8400000
MsgID.LOCAL_POSITION,64.0600000,-44.2209435,38.9611359,-28.9738998
MsgID.LOCAL_VELOCITY,64.0600000,0.0007839,-0.0010780,1.8461649
MsgID.GLOBAL_POSITION,0.0000000,-122.3970150,37.7920813,28.5030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.8700000
MsgID.LOCAL_POSITION,64.3100000,-44.3465958,38.9552422,-28.5020313
MsgID.LOCAL_VELOCITY,64.3100000,0.0011397,-0.0055345,1.8755687
MsgID.GLOBAL_POSITION,0.0000000,-122.3970158,37.7920831,27.9730000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,1.8600000
MsgID.LOCAL_POSITION,64.5600000,-44.1433525,38.8825302,-27.9736900
MsgID.LOCAL_VELOCITY,64.5600000,0.0109718,-0.0070913,1.8646747
MsgID.GLOBAL_POSITION,0.0000000,-122.3970166,37.7920832,27.5150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.8700000
MsgID.LOCAL_POSITION,64.8100000,-44.1359329,38.8110428,-27.5156250
MsgID.LOCAL_VELOCITY,64.8100000,0.0083256,-0.0001913,1.8765187
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970152,37.7920815,27.0520000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.8700000
MsgID.LOCAL_POSITION,65.0600000,-44.3274727,38.9403648,-27.0528431
MsgID.LOCAL_VELOCITY,65.0600000,-0.0034687,0.0069497,1.8746265
MsgID.GLOBAL_POSITION,0.0000000,-122.3970150,37.7920824,26.5340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.9200000
MsgID.LOCAL_POSITION,65.3100000,-44.2233772,38.9589462,-26.5347805
MsgID.LOCAL_VELOCITY,65.3100000,0.0085485,-0.0003289,1.9215732
MsgID.GLOBAL_POSITION,0.0000000,-122.3970141,37.7920827,26.1010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,1.8800000
MsgID.LOCAL_POSITION,65.5600000,-44.1938820,39.0324211,-26.1010513
MsgID.LOCAL_VELOCITY,65.5600000,0.0111046,-0.0066087,1.8883436
MsgID.GLOBAL_POSITION,0.0000000,-122.3970133,37.7920828,25.6570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,1.8600000
MsgID.LOCAL_POSITION,65.8100000,-44.1826210,39.1038933,-25.6572418
MsgID.LOCAL_VELOCITY,65.8100000,0.0048569,-0.0164468,1.8687187
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,66.0600000,-44.1826210,39.1038933,-25.6572418
MsgID.LOCAL_VELOCITY,66.0600000,0.0048569,-0.0164468,1.8687187
MsgID.GLOBAL_POSITION,0.0000000,-122.3970133,37.7920828,25.6570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,1.8600000
MsgID.LOCAL_POSITION,66.3110000,-44.1826210,39.1038933,-25.6572418
MsgID.LOCAL_VELOCITY,66.3110000,0.0048569,-0.0164468,1.8687187
MsgID.GLOBAL_POSITION,0.0000000,-122.3970133,37.7920828,25.6570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,1.8600000
MsgID.LOCAL_POSITION,66.5610000,-44.1826210,39.1038933,-25.6572418
MsgID.LOCAL_VELOCITY,66.5610000,0.0048569,-0.0164468,1.8687187
MsgID.GLOBAL_POSITION,0.0000000,-122.3970133,37.7920828,25.6570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,1.8600000
MsgID.LOCAL_POSITION,66.8110000,-44.1730728,39.0889206,-25.5402775
MsgID.LOCAL_VELOCITY,66.8110000,0.0038123,-0.0194351,1.8745455
MsgID.GLOBAL_POSITION,0.0000000,-122.3970135,37.7920829,25.5400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,1.8700000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970152,37.7920832,24.5670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0100000,1.8800000
MsgID.LOCAL_POSITION,67.0610000,-44.1384506,38.9352951,-24.5679245
MsgID.LOCAL_VELOCITY,67.0610000,0.0119032,-0.0160991,1.8847353
MsgID.GLOBAL_POSITION,0.0000000,-122.3970152,37.7920836,24.0560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,1.9300000
MsgID.LOCAL_POSITION,67.3110000,-44.0870895,38.9381294,-24.0565510
MsgID.LOCAL_VELOCITY,67.3110000,-0.0050132,-0.0130886,1.9327751
MsgID.GLOBAL_POSITION,0.0000000,-122.3970156,37.7920824,23.5810000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,1.9500000
MsgID.LOCAL_POSITION,67.5610000,-44.2236557,38.9045143,-23.5818233
MsgID.LOCAL_VELOCITY,67.5610000,-0.0131929,-0.0098405,1.9586246
MsgID.GLOBAL_POSITION,0.0000000,-122.3970171,37.7920827,23.1140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.9000000
MsgID.LOCAL_POSITION,67.8110000,-44.1946983,38.7672157,-23.1148109
MsgID.LOCAL_VELOCITY,67.8110000,-0.0081814,-0.0033509,1.9005462
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970169,37.7920827,22.6730000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.9100000
MsgID.LOCAL_POSITION,68.0610000,-44.1929054,38.7840614,-22.6739769
MsgID.LOCAL_VELOCITY,68.0610000,-0.0038357,0.0092618,1.9150398
MsgID.GLOBAL_POSITION,0.0000000,-122.3970156,37.7920823,22.2070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,1.8900000
MsgID.LOCAL_POSITION,68.3110000,-44.2329788,38.8994331,-22.2070236
MsgID.LOCAL_VELOCITY,68.3110000,-0.0030366,0.0142078,1.8967266
MsgID.GLOBAL_POSITION,0.0000000,-122.3970157,37.7920813,21.7350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.9200000
MsgID.LOCAL_POSITION,68.5620000,-44.3453217,38.8945885,-21.7352352
MsgID.LOCAL_VELOCITY,68.5620000,0.0006312,0.0088049,1.9234530
MsgID.GLOBAL_POSITION,0.0000000,-122.3970152,37.7920827,21.2400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,1.8800000
MsgID.LOCAL_POSITION,68.8120000,-44.1922760,38.9413757,-21.2406616
MsgID.LOCAL_VELOCITY,68.8120000,0.0100840,0.0041638,1.8825500
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970151,37.7920836,20.7650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.8700000
MsgID.LOCAL_POSITION,69.0620000,-44.0896225,38.9431000,-20.7656841
MsgID.LOCAL_VELOCITY,69.0620000,0.0042797,-0.0007763,1.8722552
MsgID.GLOBAL_POSITION,0.0000000,-122.3970140,37.7920827,20.2390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.8700000
MsgID.LOCAL_POSITION,69.3120000,-44.1957207,39.0493202,-20.2390385
MsgID.LOCAL_VELOCITY,69.3120000,-0.0074203,-0.0017136,1.8703359
MsgID.GLOBAL_POSITION,0.0000000,-122.3970145,37.7920835,19.7620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,1.9300000
MsgID.LOCAL_POSITION,69.5620000,-44.1071167,39.0034485,-19.7623959
MsgID.LOCAL_VELOCITY,69.5620000,-0.0055576,-0.0101090,1.9312701
MsgID.GLOBAL_POSITION,0.0000000,-122.3970166,37.7920843,19.2070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,1.9300000
MsgID.LOCAL_POSITION,69.8120000,-44.0082970,38.8150673,-19.2077198
MsgID.LOCAL_VELOCITY,69.8120000,-0.0081052,-0.0145914,1.9344168
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970140,37.7920838,18.7310000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,1.8500000
MsgID.LOCAL_POSITION,70.0620000,-44.0739822,39.0489082,-18.7314491
MsgID.LOCAL_VELOCITY,70.0620000,-0.0224968,-0.0050635,1.8525854
MsgID.GLOBAL_POSITION,0.0000000,-122.3970145,37.7920838,18.2220000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-0.0100000,1.9600000
MsgID.LOCAL_POSITION,70.3120000,-44.0743484,38.9993019,-18.2219238
MsgID.LOCAL_VELOCITY,70.3120000,-0.0256297,-0.0107462,1.9673026
MsgID.GLOBAL_POSITION,0.0000000,-122.3970159,37.7920819,17.7170000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-0.0100000,1.9100000
MsgID.LOCAL_POSITION,70.5620000,-44.2817726,38.8725090,-17.7170715
MsgID.LOCAL_VELOCITY,70.5620000,-0.0230674,-0.0122479,1.9160528
MsgID.GLOBAL_POSITION,0.0000000,-122.3970158,37.7920813,17.2140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.9800000
MsgID.LOCAL_POSITION,70.8120000,-44.3446541,38.8831329,-17.2143364
MsgID.LOCAL_VELOCITY,70.8120000,-0.0091410,-0.0074788,1.9813452
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970140,37.7920810,16.7000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,1.9100000
MsgID.LOCAL_POSITION,71.0620000,-44.3826599,39.0472755,-16.7005005
MsgID.LOCAL_VELOCITY,71.0620000,0.0156731,-0.0063756,1.9137632
MsgID.GLOBAL_POSITION,0.0000000,-122.3970144,37.7920813,16.2150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,-0.0100000,1.9600000
MsgID.LOCAL_POSITION,71.3120000,-44.3476715,39.0098991,-16.2159500
MsgID.LOCAL_VELOCITY,71.3120000,0.0261290,-0.0149229,1.9658865
MsgID.GLOBAL_POSITION,0.0000000,-122.3970154,37.7920828,15.7710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,-0.0100000,1.9300000
MsgID.LOCAL_POSITION,71.5620000,-44.1814423,38.9208527,-15.7712784
MsgID.LOCAL_VELOCITY,71.5620000,0.0282396,-0.0167977,1.9381148
MsgID.GLOBAL_POSITION,0.0000000,-122.3970140,37.7920826,15.3130000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0100000,1.9500000
MsgID.LOCAL_POSITION,71.8120000,-44.1976395,39.0421677,-15.3133955
MsgID.LOCAL_VELOCITY,71.8120000,0.0147223,-0.0140386,1.9575197
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970165,37.7920824,14.8490000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,1.9300000
MsgID.LOCAL_POSITION,72.0630000,-44.2292747,38.8246803,-14.8494034
MsgID.LOCAL_VELOCITY,72.0630000,0.0078089,-0.0155809,1.9306887
MsgID.GLOBAL_POSITION,0.0000000,-122.3970170,37.7920827,14.3720000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,1.9200000
MsgID.LOCAL_POSITION,72.3130000,-44.1909943,38.7824783,-14.3723297
MsgID.LOCAL_VELOCITY,72.3130000,0.0108843,-0.0047909,1.9255782
MsgID.GLOBAL_POSITION,0.0000000,-122.3970175,37.7920822,13.8940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,2.0200000
MsgID.LOCAL_POSITION,72.5630000,-44.2505608,38.7306175,-13.8945522
MsgID.LOCAL_VELOCITY,72.5630000,0.0019520,0.0087818,2.0237420
MsgID.GLOBAL_POSITION,0.0000000,-122.3970173,37.7920817,13.3960000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0200000,1.9300000
MsgID.LOCAL_POSITION,72.8130000,-44.3010979,38.7557602,-13.3966789
MsgID.LOCAL_VELOCITY,72.8130000,0.0029078,0.0215016,1.9371942
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970165,37.7920836,12.9300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0200000,1.9500000
MsgID.LOCAL_POSITION,73.0630000,-44.0872955,38.8263359,-12.9307041
MsgID.LOCAL_VELOCITY,73.0630000,0.0120894,0.0251398,1.9556608
MsgID.GLOBAL_POSITION,0.0000000,-122.3970157,37.7920842,12.4580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0200000,1.9100000
MsgID.LOCAL_POSITION,73.3130000,-44.0258408,38.8918495,-12.4582844
MsgID.LOCAL_VELOCITY,73.3130000,0.0000469,0.0234772,1.9143497
MsgID.GLOBAL_POSITION,0.0000000,-122.3970135,37.7920839,11.9690000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0100000,1.9100000
MsgID.LOCAL_POSITION,73.5630000,-44.0607491,39.0877800,-11.9699812
MsgID.LOCAL_VELOCITY,73.5630000,-0.0175801,0.0126516,1.9172319
MsgID.GLOBAL_POSITION,0.0000000,-122.3970137,37.7920825,11.5150000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,1.9700000
MsgID.LOCAL_POSITION,73.8130000,-44.2144203,39.0745888,-11.5150423
MsgID.LOCAL_VELOCITY,73.8130000,-0.0217421,-0.0055873,1.9742866
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970138,37.7920827,11.1040000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.0100000,1.9400000
MsgID.LOCAL_POSITION,74.0630000,-44.1905479,39.0656128,-11.1043148
MsgID.LOCAL_VELOCITY,74.0630000,-0.0131578,-0.0175226,1.9468782
MsgID.GLOBAL_POSITION,0.0000000,-122.3970153,37.7920819,10.6240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,2.0100000
MsgID.LOCAL_POSITION,74.3130000,-44.2789497,38.9296646,-10.6233740
MsgID.LOCAL_VELOCITY,74.3130000,-0.0082165,-0.0218383,2.0166106
MsgID.GLOBAL_POSITION,0.0000000,-122.3970169,37.7920822,10.1590000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,1.9700000
MsgID.LOCAL_POSITION,74.5630000,-44.2456093,38.7892723,-10.1596231
MsgID.LOCAL_VELOCITY,74.5630000,0.0029986,-0.0163112,1.9764019
MsgID.GLOBAL_POSITION,0.0000000,-122.3970155,37.7920839,9.6800000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.9800000
MsgID.LOCAL_POSITION,74.8130000,-44.0579720,38.9087296,-9.6798306
MsgID.LOCAL_VELOCITY,74.8130000,0.0085241,-0.0004856,1.9868424
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,75.0640000,-44.2055321,38.9147415,-9.2071390
MsgID.LOCAL_VELOCITY,75.0640000,-0.0067829,0.0021075,1.9723718
MsgID.GLOBAL_POSITION,0.0000000,-122.3970155,37.7920826,9.2070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.9700000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970150,37.7920819,8.6830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.9100000
MsgID.LOCAL_POSITION,75.3140000,-44.2806435,38.9532433,-8.6831646
MsgID.LOCAL_VELOCITY,75.3140000,-0.0093026,0.0008807,1.9179598
MsgID.GLOBAL_POSITION,0.0000000,-122.3970156,37.7920837,8.1750000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.9500000
MsgID.LOCAL_POSITION
